Tweet,label
@cedricyarbrough We love you! #hilarious   We are looking forward to SO much more!  #kudos on the #pilot @Speechless_ABC #speechless,3
A former diplomat is quite gleeful about the situation of Pakistan on @TimesNow\nNot quite stiff upper lip of diplomacy seen normally,-2
Sigh. I got a B- .. #depressing,-3
"@yoursecretsub1 Trust me dear, if you want to make anything invisible, hang a wet paint on it, and hilarity will ensue.",1
Asked one thing from our guys tonight and got it! #happy #proud #disappointed - THAT IS FOOTBALL #timetoclimbthetable,0
"When we give cheerfully and accept gratefully, everyone is blessed. »Maya Angelou",2
When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST,1
"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",0
Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:…,0
@SteveBryantArt I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir.,0
"@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.",-2
@bradshawjp Sweet! #optimism,1
Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.,-1
So they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.,-2
@JordySloan love that Jordy #revenge ⚽️,0
"Mind if I tag along?' She asked cheerfully, sweeping a lock of hair behind her ear. 'I want to see if you've really got • @DitheringWizard",0
"everyone hates twice, and i kinda did too but they got bops i'm bumping rn to cheer up",0
"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",1
I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,3
@el_tityboi bc it's a gloomy day Tony,-3
@crimpoop my adorable and cheerful daughter\nAlways pouring positivity green goo on me\ndare hurt her and you'll see hell //growls\n\n#PandaBot,1
@teenageic0n_ you'll be pleased to know my family are blues,0
"Are you lost in the fury, fearing that you'll fail?",-2
some of the casuals tweets that Vic has faved are making me gag #bitter,-3
@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥,-2
ya boy gets mad tired of pine trees,-1
"MC: what are you listen to these days?\nBogum: these days I feel gloomy, I listen to ccm (spiritual song) often.\n\nChurch oppa mode. :)",-1
@6itmap I can't help but feel melancholic!,-2
"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",-3
"😩😩😩😩 heads melted, very tired but can't sleep. #nightmare",-3
@LPDonovan this is why I think his pre prepped debate answers have the potential for hilarity,0
Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,-2
Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed,0
"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism",-2
#Sports Top seed Johnson chases double delight at Tour Championship,0
"@Za_buhmaid Happy birthday sweety .. sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U ♥",3
"@tylerhower Covering Milo might make sense—not much, even at that—but celebrating him as puckish is cooperation in something ghastly.",-2
"Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'",-2
#MeogysDailyVocabEnhancment Elation: quality or state of being elated; feeling or state of great joy or pride,1
I can't pull myself out of depression,-3
@jessebwatters lol. Love it when you aggravate Juan. Keep up the good work. Lol,0
@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet,1
@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!,-3
@NHLstoreNYC  cheering for @TeamNA_WCH and @HC_Men,1
@StephaliciousD afternoon delight,1
@HuffPostUK  NO greater wrath than a woman scorned.,-2
When my friends send me ballons and fireworks through text... #amazing ,3
@GarthJennings loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?,0
I would like to congratulate the people of Saudi Arabia a happy and a joyous national day. May you all have a great time! #اليوم_الوطني,2
You know you're in love when all you can do is smile whenever you talk about how he is to someone.,1
"Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored",0
@globemartyk 'drunken patroons' make this whole situation much more jovial though.,0
I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!,-3
Optimism leads to success. - Bill Kerr @Coach__Kerr #success #optimism #goals,1
"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life",0
You forever straight so fix that frown u good😇 @amayyaaag__,1
"Mon Celtic, give us something to cheer - place is empty, soaked &amp; its my wee nephew's Birthday ffs, started well, now dropped off.",0
5 person of renown cheerful expectation solutions-pleasure principle back: HsNHZMJSc,1
@TrueAggieFan oh so that's where Brian was! Where was my invite? #offended,-3
Why does having anxiety drain some much of your energy #anxiety #sotired #needtosleepforhours,-1
@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted ,-2
I aspire to have Val's self confidence and optimism tbh 👏💖 #GBBO,2
"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.",-2
Circle K is dead to me. I hate your new slushie machine.  #livid,-2
"If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock Holmes",0
On the bright side with YouTube heroes leafy will finally get banned,0
@Steeeevie_ breezy luvvvv,1
I love looking at my old statuses on Facebook. The one I have from four years ago on this day was about #glee. I had so many opinions...,1
incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays,-1
@MrsTaraX @PlateGotAte YES! I am rejoicing,3
"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",-2
@NHLstoreNYC @TeamNA_WCH #NHLNYCSWEEPSTAKES having fun watching team North America and cheering team Canada!,2
Hey @gmail why can I only see 15 sent emails? Where's the thousands gone? ,-2
Heard of panic! At the disco? How about Kach-ing! at the ATM,-1
"@pottermore : I can't find my patronus, the website doesn't work, I can't even see the questions.... #sadness...",-3
in geometry today hannah started crying of laughter because ms. canning said 'pp' lol,2
I'd rather dump gasoline all over myself and run into a burning building than use Excel.,-2
@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid  #hypocrisy,-2
@rupindxr my heart actually sunk looooool I was so confused,-2
@billie21806 @cnnbrk tell that to your bodies cheering on the deaths of black people by cops. their fear is killing us.,-2
@courtneymee I'm 3 days sober don't wanna ruin it,0
"A 28 yr old man threw a saucepan of boiling water at a garda, &amp; then hit the garda with the shaft of a brush...Letterkenny District Court.",-2
@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining!  #socialmedia,3
Ppl like that irritate my soul,-2
"@MerenthaProphet - the Hunter in this way, content and joyous in simple, domestic bliss? I cannot wait for word of who you truly are to -",1
Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess,0
"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln",0
"Yes Mourinho, you really should stop speaking about refs! And try cheering up a bit.",-1
"#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love #hilarious #TeamMark",3
These people irritate tf out of me I swear 🙄 I'm goin to sleep ✌🏾️,-3
💥⚖️Yeah‼️ PAUL‼️⚖️💥  #glorious #BB18,1
@MisterSalesman @ThinkPostsDaily #smiling doesnt necessary means your happy.sometimes it just means you're strong!,0
Whatever you decide to do make sure it makes you #happy.,1
Some Erykah Badu to sedate me 💕,1
"@JoyAnnReid I totally understood his point, but we need a better messenger and the laughter just pissed me off! 😡",-3
At the end of the day you gotta be #happy for you.,2
"Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help 😂😂 #girlfriends #happy",3
Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO,-2
@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a  #party #fail #letdown,-2
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL,3
Since the 'update' my @iPhone loses power nearly 40% faster. ,-2
"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..'  #blm",-3
"@JohnGDryden Gud morning sir,,keep smiling!",2
@_Hallospaceboy_ @DailyGrindhouse  I respect when someone can give a second chance to a movie they aren't a fan of. Why #horror is diverse.,0
"@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game 🍹🍕🍺☉☉",0
The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me,-2
"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing",2
"@BratzHead happy birthday to the most beautiful cheerful sister ever, llnp 💕❣🎉",3
@LoriAlan1 Seriously. Digging those eyebrows. ,0
"Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter ",-3
*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*,1
@ATrumping hahahahahaha!! Oh gosh. You are hilarious. A black man trying to keep racism alive. Get out of here man.,2
"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",-1
My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! ,0
"@veryeloise your gunna make me cry, I need a glee day",-1
Hey @gmail why can I only see 15 sent emails? Where's the thousands gone?  #panic,-2
"myself that despite the absolute delight my children and I would feel having a kitten in our home, the misery my husband would feel is more.",-1
Super shitting it about this tattoo #nervous,-2
"i love those #memories that randomly pop\ninto my head , have me #smiling like an\n#idiot for ages 󾌴",3
smiling through the stress :) :) :) :) :) :) :( :( :( :( :( :( :(,0
My future must be bright af.,1
"WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy &amp; u don't deserve that ass",-2
Every single problem we ever face can be solved with a nice blend patience and optimism,0
@Elliot_Eastwick just play rappers delight and have a 15 minute kip,0
@berniedole looks that way. But let's think about Rohan last week ... #optimism,2
"This night is sparkling don't you let it go,\nI'm wonder struck,\nBlushing on the way home.'",1
some say my lover is a pale green light\nhe hovers high where the moon shines bright,1
Got to be up in 4 hours to go back to work #cantsleep #excited ,2
"@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",-2
"light shining thru a clear sparkling stream of piss ,is a sight women will never know of(also tells tht system ure system is healthy)",0
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! #fuming",-3
Heather that was #hilarious! @MsHeatherBates @pattonoswalt @chrishansen #AnthonyWeiner #15gets20 #NYC,3
@bodwell_james did it not just enliven your soul,0
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right ,0
"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood #dire",-3
So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour,2
"@warrensarahh @CjKiid awe, miss y'all too!:)",0
Never a dull moment when talking to Nell 😂😂😂😂😋,2
Congress attended by midterm liveliness differently constraints: qmiv,0
@crystaldiamondo impossible to say. We can only hope that I don’t unwittingly trigger her ferocious side again. Hell hath no fury..,-3
I really hate Mel and Sue. They think they're hilarious and they're just awful,-2
@doctorofinfo I was just introducing a little levity to the convo. Yep!,0
"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want",0
Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it #restless,0
Tom Phillips being all jovial at the start of this week's show when Joe is strutting out after that video package is quite the juxtaposition,0
Bloods boiling,-2
Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords,1
Leon's cheerfulness is always a big help.,1
@luxbet Did you even give out any pizzas ? Serious fail #hungry  #hangry,-2
I would just give her with their naked body. ,-1
Bitches aggravate like what inspires you to be the biggest cunt known to man kind?,-2
God hears your voice optimism at the moment that you think that everything has failed you ✨.,1
"@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --",-2
@WSJNordics You make the world a more joyful place. #TheNiceBot,1
Sioux Valley wins home competitive #cheer invite with a score of 158. ...Dell Rapids second at 138,0
People who go the speed limit irritate me,-2
Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha,0
I #love to #laugh and share #laughter as way to share #joy,3
"With a jovial Trump on his ass, Don King just publicly told a crowd that 'We need [him] because you will always be a nigger.'  #FuckTrump",-3
"@Spotted_H0rse I'm spry, though",0
@esraalajmy huff btw ty😔,-2
What day is it #lost,-2
I've been loving you too long #OtisRedding #blues,1
@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds #hilarious,2
"Something about these cool, breezy fall days.. 😍🍂🌾🍁",3
A not very young man compiled info on a smiling baby then a mattress created new evil.,0
Food that gets delivered 😍🙌🏻  ,2
Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*,3
Final night shift coming up.  I won't miss it but I will miss my work pals and the hysterical laughter that gets us through the night,0
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,-3
"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since.  #Autumn",-1
@soboleskih Okay this is hilarious,3
Another loss to city in the cup next 🙈 😂😂 cmon united! ,1
I'm so confused by the new American horror story 😩,-2
only time I am ever cheering for you Johnny,0
@safaridjh but it's so aesthetically pleasing omg,3
@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents ,3
HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! @BBNicole #BB18 sorry not sorry #bitter #bbmichelle,0
i'm doing laundry and watching that 70's show with a bunch of strangers. #happy #birthday #to #me,2
@AmericanAir I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned,-2
@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it,1
@comcast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery.  #cable #horrible #service,-3
Only Geo is capable of cheering me up❤️❤️❤️,1
Am I the only person who dislikes fall? #FirstDayofFall #leaves #thingsdie #depressing #cold #noflipflops 👎🏾👎🏽👎🏻🍂🍁,-2
"Latest on new optimism on keeping #Raiders in #Oakland, live right now on @KCBSNews: @NFL meets here w/Lott &amp; Schaaf to talk new stadium",1
Harking back to 2012 - DT's challenge to @POTUS...I will give...DT a hearty thank you...if he will release his tax returns....,0
Accrington Stanley? Who are they? Exactly. Things looking dire for West Ham despite the win. What's changed since March? #bbcfootball,0
Let go of the need to need. And find your own joyous path through the richness that extends in every direction.,1
"@seangrandillo I beg you, never stop smiling. You deserve to be happy and to know all the beautiful things that life can offers.",1
i was just talking about it last week .. how does your outside appearance (ie. dread locks) affect the ability you have to work?,0
Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded,1
"Lmboo , using my nephew for meme ",1
@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions ,-2
Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage,0
