Tweet,label
a #monster is only a #monster if you view him through ,0
On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot ,-1
Greatest sign of trust is me giving you my laptop or phone without hesitation,0
@caseycdutch @m_rath that's what some rioters are doing ,0
should I #start posting #photos?,0
The irony in that last is that Republicans - more likely to watch Fox News - distrust the news media more. Yet they can't see Fox's lies!,0
Right i may be an #sufc fan and the football maybe shit but marcos rojo for #mufc has had a shocking start he's just dreadful,0
I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh,0
@addy_caylen I told her I wasn't fighting her Bc I'm not trashy and she keeps tryna threaten me lmfao,0
@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.,0
#start ur day wit a smile\n#buviobby,0
penny dreadful just cleaved off a fraction of my heart,-1
Someone wake me when @Therealkiss make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much,-2
To com sede de milk shake,0
"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 #awful",-1
Been up since 4am. Too scared to go back to sleep #nightmare — feeling scared,-3
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus,0
"Shame on you @SkyNews showing an elephant being hunted and killed, ",-2
@billmaher @realDonaldTrump was right and you two have very similar stances against #radical #islamic #terror. Time to anoint the Orange one,0
Will you #dedicate today to #love or #fear ? It is your #choice in each #moment . - Archangel Michael. #archangel #michael,0
@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!,0
@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke #panic,-2
"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the #bully",0
Now ...what to do for the next hour while waiting for #OurGirl to start @BBCOne ?!,0
"Jorge deserves it, honestly. He's weak. #revolting #90dayfiance",0
Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable ,0
So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media ,0
I was literally shaking getting the EKG done lol 🙄,-3
@WestHamUtd why does the ticket website never work? Trying to buy Palace tickets and it's impossible and says there's an error ,0
a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain,0
@SadiqKhan #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon,-1
"@mylittlepwnies3 \n&gt; #terrorism coffee addict\n&gt; blocks cats, writers, artists and hedonists",0
If my concerns &amp; anxiety don't matter to you then I shall return the favor. #EyeMatter,-2
Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. ,0
@97_aleix having a terrific game and not at all fazed #MCFC,0
"@BennyN_PR If you need any assistance with your concern so it can be resolved, feel free to email us with your info. ^AP",0
McDavid breakaway. Lundqvist with a tremendous save.,0
"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety",-1
@darcomafloy OMG IM CRYING HAHAHAHA ikaw talaga tagagising ko HAHA shet i set my alarm BUT I FORGOT TO TURN IT ON but im awake now so--,0
"Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over  #Moses",0
For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror,0
I can be so shy but once I come out of my shell that's it 😂,0
@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. ,0
Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,-2
First day of fall quarter tomorrow.  😰 #nervous #excited #anxious #blargh,-2
"@_Adam_Price @WalesPolitics  Am afraid you're at back of BBC queue, editorially trumped by Ron Davies and bicycle paths",0
He's intimidated by my work ethic I think he knows I want his spot 🤔😉😂😂,0
I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 ,-3
@Dolla_DeLotta They wanna bully the Inhuman.,0
Pakistan is the biggest victim of terrorism - Nawaz Sharif \nReally? It should have been biggest creator of terrorism. #UNGA,-2
Don't be so shy #nl,0
"Just Laying Here, Can't Sleep 4 Some Reason #restless",0
False alarm // matoma &amp; Becky hill,0
"In wake of fresh #terror threat and sounding of alert in #Mumbai, praying for safety &amp; security of everybody in the city #Maharashtra #news",-3
"Next month we'll be running overcoming #lowmood, overcoming #worry and improving #wellbeing courses in #Louth. Self refer on 0303 123 4000",0
"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! ",0
Forgot to plug the phone in overnight #nightmare,0
My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism ,0
@destaneex @ProSyndicate @EGX oh don't panic he's gonna be there,0
What's up Cowboys? #horrible,0
Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered #shocking #badservice,-1
@_MariaPetrova should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean #bully  #stoppickingonwomen,-2
Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB 😦 #nervous #timetogrind,-2
Happy 69th @StephenKing! May u keep haunting us for many years.  #writing,0
"I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(",0
@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 #nightmare,-2
#EFT is the single most effective tool I've learned in 40 years of being a therapist-Dr. Curtis A. Steele (psychiatrist) #stress #anxiety,0
there are magpies gathering around me help I'm going to be swooped ! ,-1
@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder,0
The Pats are awesome. Belichick is awesome ...they just are. #awestruck,0
"@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great.",0
@ClaretNBlues forest gate u could see he was a bully cunt big bald cunt his mates looked in shock when I hit him and didn't do shit when he,0
Was actually just watching AHS while half covering my eyes #scared #Roanoke #nightmare #AHSRoanoke,-2
"@esanderc @MrsFridayNext It is very specific areas only. I care like 0% about clothes, much to my mother's dismay.",0
My study skills are terrible 😒,0
i met with an employment specialist this morning &amp; she basically told me its unlikely i'll get a job because i clearly have too much anxiety,-3
"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward ",0
Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch ,0
I thought the nausea and headaches had passed but lol I feel awful today,-2
@ReaganBattalion That's a terrible thing to accuse Scott Baio of.,0
Multitasking .... I may have to induce these seeds of mine to sleep. #restless,0
If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society. ,-2
"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 ",0
😂 - youre one of those whod bully me omg but it was all banter and we could laugh at it later haha. Youre a nice guy x,0
I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me #frightened,-3
❤︎I... I can't! I'm scared! Bees terrify me.,-3
@iTriborg — make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful —,0
"Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity.",0
Which #JohnCarpenter #horror #action #flick is your favorite ??,0
@BurmanAJ @AMANDAZUCKERMAN I'd rather see KYLE from bbcan play again and THAT is saying something ,0
a #monster is only a #monster if you view him through #fear,0
@debscov65 local solutions fine but not 864 providers negotiating with 32 LA's/IJB 's #scare resources,0
Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success,0
@britishairways term 5 security queues at arrivals #shocking,0
I delete numbers so quick with no hesitation,0
@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our mind,0
#ArchangelSummit @sethgodin  Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership ,0
"@tcarrels  \nSo when exactly did you lose your mind, pal? \n#Trump #fraud #misogynist #liar #psychopath #narcissist #revolting #conartist",0
Remember the #twinkie #scare ???? #tbt,0
@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!! #awful #TNF,0
"ok, ok.. I know.. my last tweet was ",0
I had really strange and awful dreams last night. I'd didn't even eat cheese before bed #nightmare #lovemysleep,-2
How do you ever stop being #afraid of someone that you live with,-2
Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.,0
"As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy 😊",0
@andreasarahco do you actually heely on campus bc this should scare you,-1
So I've decided to go talk to Mr. Smithrud about that creepy fucking guy since he gave me a fucking anxiety attack this morning,-3
@imjustatrankk awe yay wish i could rt /:,0
The #Texans should never play a prime time game again...this is #awful #TNF,0
This maybe a new start but it will always be align with the end.  #forward,0
When you realize there is #NoHopeForHumanity so you just #start focusing on what's #best for you.,0
"#heavyheart these last couple of days, who are the cause of this  #fear of losing someone close ? #amerikkka #kkkops #TerenceCrutcher",-3
Realized I intimidate people with low Self Esteem a long time ago. I only surround myself with Winners and people who know how to get money,0
“ My courage always rises at every attempt to intimidate me.”\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears,0
Patriot rookie QB Jacoby Brissett  to start vs Houston tomorrow nite.\n\n'Been a learning process since I got here.Gotta be ready to go.',0
like srsly somebody help me deal with this social anxiety,-3
"With only 7 months left until I possess my undergraduate degree, I feel like I can't handle adulthood anymore #anxiety #nojobsinbiology",-3
"Big up @dj_argue, did I miss phantom dread syndrome by @GenesisElijah? dudes sick.",0
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus,0
@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider #shocking,0
Just had my interview for the medical internship and I am beyond nervous😩 I was shaking so bad it was unreal😳,-3
You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic,0
oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here,0
@FoxNews Yeah we're also experiencing terrorist attacks by Islam and #BlackLivesMatter at an alarming rate.,-3
@SeanUnfiltered Texans are scared of this bunch! ,-1
And im not even going to get into how its discriminatory to several religions which mandate its followers to let their hair dread.,-1
@gowoonist i got that but you were alarming,-1
Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO,0
&amp; I'll actually shoot somebody if I have to not just draw down or expose it to somebody to scare them 😮#Charles,0
@britishairways term 5 security queues at arrivals ,0
When you make a great tasting shake and no words can describe it!😃👌🏻 #shake #herbalifenutrition #tastesogood #nowords,0
The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,-1
When @idinamenzel says she's releasing more #IdinaParty tickets and you set an alarm to not miss it... #fingerscrossed #Idina.,0
"@Away_Label_Not True Indeed! Next time if these midnight hunger pangs worry you,then you can order delicious rolls from #TRC via @ScootsyIt",0
@Coyblake6 @ChloeCramphorn hahahaa you know coy!,0
Fosu Mensah is having a complete nightmare! It's the reason all Northamptons attacks come from the left.,-1
It's not a panic situation let's be honest. How shit are they. We just have Rooney up front 😂😂😂😂,0
Multitasking .... I may have to induce these seeds of mine to sleep. ,0
"@DrColJ @drshow #Muslims have been in USA for ages. To think that Muslims commit #terrorism due to #Islam, you gotta be out of your mind.",-1
Who's afraid of the clowns???\ncomment down there....,0
@SeanUnfiltered Texans are scared of this bunch! #intimidated,-2
Val having a nervous breakdown #floss #GBBO,-2
Drop every fear...,0
"Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime",0
whats with these boxes when i search google on chrome #horrible #distracting,0
@bkero @whispersystems Which really sucks because typing on a mobile device is always horrible and I hate it.,0
@kevinrouth Now that's what I call a gameface! #gameface  #intimidate,0
Insomniacs can't get sleep cuz they are too guilty about all the horrible shit they do. I'm a complete sociopath n sleep like a baby.,0
@Melanie_Pierce @HunterHayes awe ain't he a sweetheart? He's adorable! 😊😍❤️,0
"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice",0
Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel ,-3
"@LucidHurricane_ wait, you mean he wasn't armed with a book? ",0
Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. #nervous,-2
@jaimeotero_ how about saying something like 'if you're concerned about privacy use it only in incognito mode'. #alarmist,0
So I just opened This message Brooke sent me got me I am weak as the fuck 😩 she is a fucking bully for no reason 😂😂😂😂😭💀,-2
"Awe produces gratitude, gratitude instills joy, &amp; the harvest of joy is contentment.' \n\n–@PaulTripp #awe 😭😭😭",0
"tesco. why OH why cant my Visa electron be accepted on line , I am 55 , NOT 15 ?? ",0
@Justin_Gau @JamesMelville You certainly wouldn't catch me with the multitude. ,0
"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. ",0
Do you think humans have the sense for recognizing impending doom? #anxiety,-3
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens,0
I want to slide into the dms but im too fucking shy #shy,-1
".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you #shocking",0
"@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere —",0
"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair",-1
This brother know we know that his life was not in danger. This gun law got people in this country fearing for their life. White people.,-2
"@obyezeks \nWe can't forget d past.But while we apprehend and punish d culprits of the past,are we going to allow d present to slip away?",0
Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang  #edm #plur #dad #djlife #dj #producer,0
"@vInZzzY we regret the inconvenience caused. We have noted your concern. We will get in touch with you soon to discuss. Rgds, Abhijit",0
Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete ,0
I wanna go to fright fest with squad,0
Hillary Clinton looked the other way to the Saudi war on women and their terror financing because they bought her off.,0
"O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)",0
My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help #nightmare,-1
I'm not afraid of clowns but I'm really hoping they don't make an appearance around my hometown.,-1
It really is amazing the money they give to some of these QB's #nfl #texans #brock #terrible,0
"@SkeletonsLock 'Pleased to meet you. You obviously know me,' offers her hand to shake.",0
I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion,-2
@thebully10 does being a #bully make u feel like a #bigman? Cos it makes u a #twat,0
@BurmanAJ @AMANDAZUCKERMAN I'd rather see KYLE from bbcan play again and THAT is saying something #awful,0
A concern of mine is that big name FA(like Malik) will tell other big potential FA's to steer clear of this franchise till Gus is gone.,0
Love all the ex United managers on Twitter who form our fanbase. Honestly I despair at times. Just back the fucking team eh #MUFC,0
@wittyneeraj What is Shehla Rashid &amp; Kaniyah Kumar saying about you ? and when they say truth indians threaten them. #FakeDemocracy,-1
@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out ,0
@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,0
The #secret to all of every industry: just #start doing it...somehow people forget that they never gave you #permission.' - @thomaslennon,0
@NativeApprops @SBShear @HuffingtonPost Shew. That was #awful,0
Bitch worry about me more than I worry about myself 🙄😩,0
Good Morning!!!\n\n #leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech ,0
