Tweet,label
praying for the lord to keep anger hate jealousy away from your heart is a sign of maturity conciseness,-1
never let me see you frown,-1
your ux online is appalling no clear save button not being able to use any generic tld s unhappy,-3
more of a hearty italian man myself,0
not a word about terrorism,0
we ve had no foreign policy but have had goofy secretary of state john kerry with his devil may care pose and jaunty blue scarf,0
very long day thank goodness for bake off to brighten up a weary wednesday gbbo,0
when you wake up from a dream laughing at something stupid and that makes you laugh more hilarious,3
hope was an instinct only the reasoning human mind could kill an animal never knew despair,-1
don king is an insult to the intelligence of the black community what are these people thinking,-3
my first time watching your vids and i died of laughter keep this up dude,3
its okay to be trans just rejoice with the trans in the trans way by the way it s not your business so why care,0
omg i actually thought she was going to jump southpark20 southpark,-2
glad to see that you re having fun in the sun water sports are always fun challenging and exhilarating happiness beauty,3
this whole vanre extradition might turn into a pandora s box jt has no idea about that murky corrupt guanxi in china toad vs dada,-2
body is sleepy but the mind is active so sad have to get ready for work in 30 minutes damn restless,-3
the lord your god is in your midst a warrior bringing victory he will create calm with his love he will rejoice over you with singing,1
personaldevelopment n ntoday is a gift that s why it s called the present happiness optimism entrepreneur personaldevelopment,3
nice idea collect all relevant socialmedia in one but dont be automatic pls worldsapp chirp appsworld socialmedia merci,0
i can never find the exact emoji that i m after at the exact moment that i need it nuclear missiles n n indianarmy,-2
brendan rodgers looks fuming,-2
cn seems like you only appreciate good reviews no apologies to my concern years ago,-2
my friend just messaged me ugh i m so hungry i can t wait for breakfast socialmedia winewednesday hilarious funny laughing happy,3
i am always ready to smile,2
any time a man who got paid to throw temper tantrums speaks up you gotta listen,-2
it s the irritation of not having found the corpse,-3
like i said there s plenty of cheddar in the cheese to go around for everyone smile,2
i m mad that my brother is sad feel better bub,-2
it s so sad there s always such optimism with a new year this good,-2
one thing i can say is that you kept me smiling,3
it s meant to be,0
your lion s heart nwill protect you under stormy skies nand i will always be listening for your laughter and your tears,1
lets get this astros a s game going already we re going to need all 5 of you in attendance to cheer the a s to victory,0
well that was exhilarating i didn t know you could have goosebumps for 2 hrs 5m straight,2
bet pawpaw is having a good time rejoicing up in heaven for his first birthday there,0
vincent looking super lively boy hattrick perhaps lol,1
in health we did a think about depression and now i feel like i have it,-2
ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone,-1
i hate little girls got a lot off growing up to do fuming,-3
i am working on a feature right now about the preponderance of awful owners who are at war with fans so many to choose from,-2
it take so little to make a child s life joyful why do we work so hard to make their lives hell peace,0
omg i m outside making beats with garageband and some little birds decided to chirp along,0
sadly his best days are behind him,-2
only offering 6 moth warranty ps4pro shocking truth ripoff,-2
ok it seems there is still hope in bsnl nnow bb speed is ok nbut i won t thank and elate much lest it be gone again like before,0
chirp chirp what a beautiful white and red bird,1
thought it d be fun and it is not fun but on the bright side i don t have to fight for parking,0
it s been 5 weeks and i still go through depression smh,-3
huh we have a sprint coach we re the slowest team in the comp talk about robbing a living outrage,-3
i wish i really truly wish that i had just a modicum of your banter,0
use your smile to change the world don t let the world change your smile quote actorslife smile love hardworkpaysoff fun,3
one point dsp claims yters lost half their viewership in 2012 if they weren t using direct capture that s when the search changes happened,0
obama describes his temperament as steady amp on the buoyant side,-2
the joyous occasion of laughing at the ostentatious display of disrespect bruce just scoffed at the entire scene this wasn t batman s,0
the current run of superman continues to be a delight you can feel the love poured into it by everone on the creative team superman,3
come to the fundraiser this fri at 8pm because pie face,1
that is noah ark it s a terrific design,0
i m a cheery ghost,1
did you know that the sparkling letters in super mario galaxy spell out u r mr gay,0
red heads are more fiery,0
solid starts by bozzelli and benevans hoping for a good start,2
relive vegas heyday with rat pack tribute,0
it s buzzing pathetically for sympathy if you let it out it will twirl it s moustache chuckle and sting you psychowasp,0
job interview in the afternoon ek,0
today i answered a call from a college rep who didn t realize i did and i got to hear part of his lively debate about if evolution is real,0
i ve got some new pens to break in name an animated series and i ll draw you in that style,1
if i spend more than 10 in shimmy on 1 drinks i ll be raging but we all know it s gonna happen,-2
terribledebatequestions has given me so many laughs this afternoon thanks twitter cleverpeople,3
just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next this life sef,-1
i thought i got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious,1
i seriously hope these chances celtic are missing are going to come back to haunt them with an alloa sucker punch,-1
i cant live anymore my roblox got termianted sad killme lol robloxgamer,-3
naylor connie came back in hey you seem a bit more lively,0
in my dream they were trying to steal my kidney blackmarket whydidiwatchthat,-2
obama admin rejects texas plan to have refugees vetted for terrorism so texas pulls of of fed refugee resettlement program aiding,-2
just joined pottermore and was sorted into hufflepuff,-2
impractical jokers practically genius laughter good4thesoul impracticaljokers bingewatching,2
nana 4 hoco bc my dream since freshman year awe,2
he chirp,0
the ghost of stefano reflects on the grim indignity of being murdered by corrupt cops in faux love days,0
just like there is a right way to pray there is a right way to give not grudgingly or of necessity but cheerfully woficc,0
guy across from me in a really ugly suit cannot stop expressing his displeasure,-3
f breezy,1
turns out it wasn t even anything to be concerned about at all im happy and a bit frustrated it took so long to get this answer,0
bojack horseman the saddest show ever written depression season1,-3
dehydrated exhausted stressed but still blessed,0
i want my highlight to be so bright that if i ever get lost and someone is looking for me in the dark they ll find me,0
appreciate what you have amp enjoy your life nuse your smile to help others use theirs,2
what if the metro lrt went over the walterdale yeg,1
we love you hilarious we are looking forward to so much more kudos on the pilot abc speechless,3
a former diplomat is quite gleeful about the situation of pakistan on nnot quite stiff upper lip of diplomacy seen normally,-2
sigh i got a b depressing,-3
trust me dear if you want to make anything invisible hang a wet paint on it and hilarity will ensue,1
asked one thing from our guys tonight and got it happy proud disappointed that is football timetoclimbthetable,0
when we give cheerfully and accept gratefully everyone is blessed maya angelou,2
when you re prof suggest and william james may be unlikely dialogue partners and then plays the happy video wearecst,1
be strong independant and practical stop living in your world of fantasy snap out of it the faster u get used to the reality the better,0
beats is accurately all powerful with respect to high quality high frequency speaker in re the extra desolate relating to fire ea,0
i was pretty sure it was a golden ticket get a tour make a mistake something horrific will happen to you good day sir,0
ha right i m from san jose ca and i was offended right there with you dave go on a walk or something next time,-2
sweet optimism,1
repeal remove the johnson amendment it is a direct affront to the first amendment of the constitution,-1
so they threaten to kill kapernick for kneeling i say every athlete just stop playing until social justice and equality comes forth,-2
love that jordy revenge,0
mind if i tag along she asked cheerfully sweeping a lock of hair behind her ear i want to see if you ve really got,0
everyone hates twice and i kinda did too but they got bops i m bumping rn to cheer up,0
just watched django unchained other people may frown but i titter in delight 2 5,1
i just want to let everyone out there know you are wonderful people beyourself late night compliment behappy,3
tityboi bc it s a gloomy day tony,-3
my adorable and cheerful daughter nalways pouring positivity green goo on me ndare hurt her and you ll see hell growls n n pandabot,1
you ll be pleased to know my family are blues,0
are you lost in the fury fearing that you ll fail,-2
some of the casuals tweets that vic has faved are making me gag bitter,-3
tonight legit can t wait to rage,-2
ya boy gets mad tired of pine trees,-1
mc what are you listen to these days nbogum these days i feel gloomy i listen to ccm spiritual song often n nchurch oppa mode,-1
i can t help but feel melancholic,-2
i assure you there is no laughter but increasing anger at the costs and arrogance of westminster,-3
heads melted very tired but can t sleep nightmare,-3
this is why i think his pre prepped debate answers have the potential for hilarity,0
once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,-2
women don t like girls because we resent them for looking so great we wish we still looked like that washed,0
the outrage has passed and has been replaced by a mute fatalistic acceptance of the current situation fatalism,-2
sports top seed johnson chases double delight at tour championship,0
buhmaid happy birthday sweety sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one luv u,3
covering milo might make sense not much even at that but celebrating him as puckish is cooperation in something ghastly,-2
aidy has a physics question naidy ok i m not gonna ask tristan cause i don t wanna aggravate her,-2
meogysdailyvocabenhancment elation quality or state of being elated feeling or state of great joy or pride,1
i can t pull myself out of depression,-3
lol love it when you aggravate juan keep up the good work lol,0
aww i had a maine coon when i was little named ted eddy the wonder cat they re such good cats very playful and sweet,1
please fire don lemon do not let him report on anymore protest he is horrible negative and runs away from the issue at hand,-3
cheering for wch and men,1
afternoon delight,1
no greater wrath than a woman scorned,-2
when my friends send me ballons and fireworks through text amazing,3
loved sing tiff but 1 q there is 1 japanese line but obviously spoken by non japanese no way to find japanese for 1 line,0
i would like to congratulate the people of saudi arabia a happy and a joyous national day may you all have a great time,2
you know you re in love when all you can do is smile whenever you talk about how he is to someone,1
traditionalists say it should be bored by or bored with but not bored of a rule cheerfully ignored,0
drunken patroons make this whole situation much more jovial though,0
i understand it s not pleasing to the it ain t what you want i m so so tired,-3
optimism leads to success bill kerr kerr success optimism goals,1
being stuck in the roof of your house provides amazing view but sheer terror of falling down kinda like life,0
you forever straight so fix that frown u good,1
mon celtic give us something to cheer place is empty soaked amp its my wee nephew s birthday ffs started well now dropped off,0
5 person of renown cheerful expectation solutions pleasure principle back hsnhzmjsc,1
oh so that s where brian was where was my invite offended,-3
why does having anxiety drain some much of your energy anxiety sotired needtosleepforhours,-1
kellydodd tamra would f her up if she swung on tamra nkelly is a piece of needstobeadmitted,-2
i aspire to have val s self confidence and optimism tbh gbbo,2
scorpio s can withdraw to a quiet place after being hurt only to think of a plan to sting back,-2
circle k is dead to me i hate your new slushie machine livid,-2
if i were assured of your eventual destruction i would in the interests of the public cheerfully accept my own sherlock holmes,0
on the bright side with youtube heroes leafy will finally get banned,0
breezy luvvvv,1
i love looking at my old statuses on facebook the one i have from four years ago on this day was about glee i had so many opinions,1
incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays,-1
yes i am rejoicing,3
stepp any other election fine vote 3rd party as useless as it is but not this one i hesitate to say it d be selfish but,-2
wch nhlnycsweepstakes having fun watching team north america and cheering team canada,2
hey why can i only see 15 sent emails where s the thousands gone,-2
heard of panic at the disco how about kach ing at the atm,-1
i can t find my patronus the website doesn t work i can t even see the questions sadness,-3
in geometry today hannah started crying of laughter because ms canning said pp lol,2
i d rather dump gasoline all over myself and run into a burning building than use excel,-2
so in your opinion is this the worst delhi govt acrid hypocrisy,-2
my heart actually sunk looooool i was so confused,-2
tell that to your bodies cheering on the deaths of black people by cops their fear is killing us,-2
i m 3 days sober don t wanna ruin it,0
a 28 yr old man threw a saucepan of boiling water at a garda amp then hit the garda with the shaft of a brush letterkenny district court,-2
thank you for the follow looking forward to your tweets as they look entertaining socialmedia,3
ppl like that irritate my soul,-2
the hunter in this way content and joyous in simple domestic bliss i cannot wait for word of who you truly are to,1
fam what seems more fun for a photo booth being able to instantly post to twitter or having to wait till sober to see the hot mess,0
sir my concern is not whether god is on our side my greatest concern is to be on god s side for god is always right abraham lincoln,0
yes mourinho you really should stop speaking about refs and try cheering up a bit,-1
bridgetjonesbaby is the best thing i ve seen in ages so funny i ve missed bridget love hilarious teammark,3
these people irritate tf out of me i swear i m goin to sleep,-3
yeah paul glorious bb18,1
smiling doesnt necessary means your happy sometimes it just means you re strong,0
whatever you decide to do make sure it makes you happy,1
some erykah badu to sedate me,1
i totally understood his point but we need a better messenger and the laughter just pissed me off,-3
at the end of the day you gotta be happy for you,2
girlfriends cooking me dinner again spag blow it is not to sure if she need my help girlfriends happy,3
candice s pout gets more preposterous by the week this week it s gone a bit jack nicholson s joker gbbo,-2
it s 5679787 cannot dm you as we don t follow each other not such a party fail letdown,-2
thinking about trying some comedy on youtube always been fond of it time to nut up laughter comedy maybeoneday hopefullyfunny lol,3
since the update my loses power nearly 40 faster,-2
too many are on their yeah the thing going on with cops shooting innocent people is sad but just not in my backyard so blm,-3
gud morning sir keep smiling,2
hallospaceboy i respect when someone can give a second chance to a movie they aren t a fan of why horror is diverse,0
jamiebraidwood haha horrific is all that needs to be said glad i m away to spain on sat so missing game,0
the ppl on here defending cops as they continue to kill innocent ppl or ppl who aren t innocent but clearly cooperate irritate tf outta me,-2
mate the thing i get excited about in my profession are mad a client said she opened her bowels i m rejoicing,2
happy birthday to the most beautiful cheerful sister ever llnp,3
seriously digging those eyebrows,0
wine drunk is the worst version of myself ffs don t even remember seeing basshunter,-3
violently screams at the four winds we aint ever getting older cute jovial rhythm starts moves hips along and waves arms in the air,1
hahahahahaha oh gosh you are hilarious a black man trying to keep racism alive get out of here man,2
he just has that way of thinking he wants absolute hope born from absolute despair,-1
my ukulele bag has fallen apart welll at least my life hasn t yet,0
your gunna make me cry i need a glee day,-1
hey why can i only see 15 sent emails where s the thousands gone panic,-2
myself that despite the absolute delight my children and i would feel having a kitten in our home the misery my husband would feel is more,-1
super shitting it about this tattoo nervous,-2
i love those memories that randomly pop ninto my head have me smiling like an n idiot for ages,3
smiling through the stress,0
my future must be bright af,1
why tf do broke boys keep tryna find gf s get ur fuckin right b4 i smack yo bitchass she deserves 2be happy amp u don t deserve that ass,-2
every single problem we ever face can be solved with a nice blend patience and optimism,0
eastwick just play rappers delight and have a 15 minute kip,0
looks that way but let s think about rohan last week optimism,2
this night is sparkling don t you let it go ni m wonder struck nblushing on the way home,1
some say my lover is a pale green light nhe hovers high where the moon shines bright,1
got to be up in 4 hours to go back to work cantsleep excited,2
but sadly he missed some crucial and important points indian terrorism in pk kal boshan etc raw involvement,-2
light shining thru a clear sparkling stream of piss is a sight women will never know of also tells tht system ure system is healthy,0
don t join they put the phone down on you talk over you and are rude taking money out of my acc willynilly fuming,-3
heather that was hilarious anthonyweiner 15gets20 nyc,3
james did it not just enliven your soul,0
dentist just said to me i m going to numb your front lip up so it ll feel as if you ve got lips like pete burns she was right,0
in my room 101 would go russell howard tom odell michael buble pants nogood dire,-3
so happy i live in nyc see you tomorrow,2
awe miss y all too,0
never a dull moment when talking to nell,2
congress attended by midterm liveliness differently constraints qmiv,0
impossible to say we can only hope that i don t unwittingly trigger her ferocious side again hell hath no fury,-3
i really hate mel and sue they think they re hilarious and they re just awful,-2
i was just introducing a little levity to the convo yep,0
gonzaga not listed in the article but at 65 1 they have tremendous value they are top10 team for sure got everything you want,0
home is where the heart lies love my little island but my birth city just ain t acting right amp im not feeling too good about it restless,0
tom phillips being all jovial at the start of this week s show when joe is strutting out after that video package is quite the juxtaposition,0
bloods boiling,-2
never make a decision when you re angry and never make a promise when you re happy wisewords,1
leon s cheerfulness is always a big help,1
did you even give out any pizzas serious fail hungry hangry,-2
i would just give her with their naked body,-1
bitches aggravate like what inspires you to be the biggest cunt known to man kind,-2
god hears your voice optimism at the moment that you think that everything has failed you,1
srogers n well it can go one of two ways you either get over it and accept it because it s not going to change or you mope about,-2
you make the world a more joyful place thenicebot,1
sioux valley wins home competitive cheer invite with a score of 158 dell rapids second at 138,0
people who go the speed limit irritate me,-2
howard webb always held up as knowing the answers no red sutton and craigan raging hahaha,0
i love to laugh and share laughter as way to share joy,3
with a jovial trump on his ass don king just publicly told a crowd that we need him because you will always be a nigger fucktrump,-3
h0rse i m spry though,0
huff btw ty,-2
what day is it lost,-2
i ve been loving you too long otisredding blues,1
try asking for a cheeseburger with only onion amp mustard at any mcdonalds hilarious,2
something about these cool breezy fall days,3
a not very young man compiled info on a smiling baby then a mattress created new evil,0
food that gets delivered,2
watching avatar and wondering why i took so long to watch this collapses in a joyous heap,3
final night shift coming up i won t miss it but i will miss my work pals and the hysterical laughter that gets us through the night,0
did we miss the fact that burkeramsey swung amp hit his sister jonbenet in the face with a golf club previously out of a fit of anger,-3
do we think the swallows and swifts have gone photo d 3 nights ago not seen since autumn,-1
okay this is hilarious,3
another loss to city in the cup next cmon united,1
i m so confused by the new american horror story,-2
only time i am ever cheering for you johnny,0
but it s so aesthetically pleasing omg,3
ditto such an amazing atmosphere philippplein cheerleaders stunt londonevents,3
huge congratulations to nicole winning big brother 18 bb18 sorry not sorry bitter bbmichelle,0
i m doing laundry and watching that 70 s show with a bunch of strangers happy birthday to me,2
i am irate at you check in system i have tried to checkin all day and it wouldn t let me do it because i had no seat assigned,-2
hello miss lady i m sure today brings you happiness and laughter use your voice also to make us laugh god knows we need it,1
you charge 150 extra for sending someone out and your cable service still doesn t work that s robbery cable horrible service,-3
only geo is capable of cheering me up,1
am i the only person who dislikes fall firstdayoffall leaves thingsdie depressing cold noflipflops,-2
latest on new optimism on keeping raiders in oakland live right now on meets here w lott amp schaaf to talk new stadium,1
harking back to 2012 dt s challenge to i will give dt a hearty thank he will release his tax returns,0
accrington stanley who are they exactly things looking dire for west ham despite the win what s changed since march bbcfootball,0
let go of the need to need and find your own joyous path through the richness that extends in every direction,1
i beg you never stop smiling you deserve to be happy and to know all the beautiful things that life can offers,1
i was just talking about it last week how does your outside appearance ie dread locks affect the ability you have to work,0
try to find the good in the negative the negative can turn out to be good n anxietyrelief optimism openminded,1
lmboo using my nephew for meme,1
i understand your concerns but look at her foundation contributions,-2
well look at the bright side you found a use for that rope tipstosurviveapoweroutage,0
i am beyond the sadness point have done it inside out i live with cptsd and bpd i can t always do the pity party,-2
from here it s but a short step to biweekly community meetings over a hearty meal of soy flakes,1
i know you trusted me his words were soft as he ignored the anger and focused on the hurt beneath i know i screwed up,-1
i have so much hw tonight im offended,-2
is it bad that kurt is literally me glee,-1
look at those teef growl,-1
marotta yea because forcing 5 turnovers and holding a pretty good offense to 7 points is wait no,-2
2401 hannah stop being mournful and chill,-1
wanted to get him a cake with sparkling candles but he doesn t like cake ruins everything,-3
not sure if thats an accomplishment or something to worry about,-1
8 sweater weather the neighbourhood ngirls girls boys panic at the disco,0
but the lady at the store said i had nice eyelashes so that s good right optimism,3
made my night that reid was included in tonight s hilarity some of those points were brilliant thanks murray,3
dobetter only two carriages on 14 49 birmingham to hereford no room to stand anymore friday commute unhappy,-3
lil reminder that my private account is a delight of shittalking and occasionally nsfw stuff,0
jeans with fake pockets horrible,-2
92 what i miss outrage,-2
i would like to know about the source of the president s optimism about running the country i wonder if he can answer my curiosity,-2
some moving clips on youtube tonight of the vigil held at tulsa metropolitan baptist church for terencecruther justice anger sadness,-3
do what makes you successful and happy now and forever,3
one time i saw rachel from glee tell someone their job was on a pole and i said that in 5th grade to a boy and he look confused,0
mine are good rn gonna be horrid after next week,0
do your fuc ing job and report the news just another bully to go in the basket freedom or fear,-3
huh it s always my fault isn t it gt sulk,-2
the guy who calls people cuck and is anti blm is offended by idea that he might not be pro policing reform that s amazing,1
i was like that when i started college it was horrific but it probably will get better don t give up yet,0
i m strong cause i m weak ni m beautiful cause i know my flaws ni m fearless cause i ve been afraid ni can laugh cause i ve known sadness,0
ari looks hilarious oh my g d this is too much,3
wishing the ipswich tigers good luck in their games throughout homecoming week we are cheering you on here at the city office go tigers,3
take 2k out of it the numbers on madden are low and have dropped and people are unhappy,-3
species cf don jr refugees he likes his snacks but even frown on talking about eating humans lizardscum,0
i know i don t know u but physiatrists are seriously the number one best thing for people with anxiety,0
gas prices are hilarious cause they re simultaneously super subsidised and taxed,0
mrs peel lisa might be the pout of a star baker tho,0
she was my favourite such a joyful soul,1
she began to squirm beneath struggling to get out of his relentless grasp when she realized that the attempt was useless,-2
when you wake up from a dream laughing at something stupid and that makes you laugh more,2
maybe it d have been different if i stayed for sixth form but still the oppressive architecture uninteresting people,-2
niggas murking in each other in murky water i try to swim,-2
why do i have such a thing for dark curly hair,-2
i hate post con blues but i avoided the plague too yay yay constant hand sanitizer,0
i get embarrassed at the slightest things and then i ll fret about it all day i hate it,-2
had a coworker look at her phone and say cheerfully oh look kap s getting death threats now then she goes to say the 49ers are,0
to all who follow me whether we ve ever talked or not hope you have a joyous life goodbye,2
honestly depression is kicking my ass lately,-3
he grumbled as he sat atop the sushi bar stool crossing his arms defiantly in a playful gesture though he gave anyone who gt,0
guitar shop owners everywhere rejoice,1
a smile doesn t always mean a person is happy sometimes it simply means they are strong enough to face their own problems,0
god facebook s design has started to remind me of myspace in its heyday,1
whenever you are confronted by a wild animal or hostile individual remember that they can smell fear or the fact you poop your pants,-2
broken policy blasio lt gt trump giuliani broken windows all part of pecking order bully politics america resist motto,-2
it s thursday which means it s grey s day tgit,1
i envy ice at least if you give it warmth it melts taylorlautner twilight hilarious quote,0
seeing double am so tired but i always grudge getting off my phone at night,-2
thank you so much for coming to detroit i m going to sob joyful rainbows now brb,3
moore13 yes exactly amp he s sold out this country to terror while lying to cover it up,-2
dom i often imagine hoe our moon would feel meeting the jovial moons which are all special,0
my siblings look all gangster amp i look all cheery,2
a laurel and hearty handshake,1
yep lol,3
losing the will 2 live with business bb gone down on hold for 23 minutes amp whoever picked up cut me off fuming noworkforme,-3
papercuts sting and stub ur toe last for like 10 secs,0
lmao awe,0
i asked jared to marry me and he said no offended,-3
good master vernon welcome nephews from bellario nthere is my lord that thou interrupt st our merriment,0
thanks for playing crock pot going radio blog blues music indiemusic,3
fellaini has been playing ahead of this let that sink in,0
the world needs more laughter more love and a little more of you r m drake,1
boycotting till butter pecan comes back i am furious,-2
just a shame his world was gloom from day one almost though it makes sense he d have the whole part hydra part s h i e l d c,-2
go follow beautiful snowgang princess fitness bodyposi haircut whitegirlwednesday,3
tiangong 1 china s first space laboratory will come to a fiery end in late 2017 the average decommissioned satellite either burns,-1
cool to see when smart cowboystwitter folks chirp the same stuff you did during your review this is why i joined,1
huge congratulations to nicole winning big brother 18 bb18 sorry not sorry bbmichelle,3
after this news i m supposed to be so damn happy and rejoicing but i m here like,-3
talbot about the dreadful puns i need to get out more i ve been cooped up lately,-2
i was cheering for na team now i just want this is over and gaudreau comes back in one piece it is getting way too risky,0
it breaks my heart seeing people down or upset i will try my best to make them smile or cheer them up,0
the abysmal ignorance frivolity and levity of the italian priests stupefied him roland bainton on luther reformationday,-2
always doing the emotionalhedge w wps n ni m elated about start have i mentioned i m on tamu 6,0
terribledebatequestions has given me so many laughs this afternoon thanks twitter hilarious cleverpeople,3
when s it all finished you will discover that it was never random thoughts restless crossoverlife,0
big thank you for liking my little pumpkin she s the smallest of my 4 but is very playful amp wakes me up most mornings,3
good morning love happy first day of fall let s make some awesome autumnmemories annabailey,3
what s with all pre industrial revolution esque footwear you guys tryin out for grapes of wrath today,0
thanks for ripping me off again luthansa 400 not enough for a one way flight to man from frk then 30 for a bag then free at gate,-2
i just read it and it s so fun so lighthearted and cheerful i was right it s a double cavity for me,2
norwegian quite simply the worst airline worstairline i ve ever used shocking appauling dire dismal beyondajoke useless,-3
followback quote soup be happy not because everything is good but because you can see the good side of everything,0
like i said there s plenty of cheddar in the cheese to go around for everyone,3
is bored exactly what i have been saying on fb bitter,-2
so you were owned by losers on twitter,-3
she blamed benghazi on a youtube video she blamed emails on colinpowell now she blames terrorism on you weakhillary,-2
i will never watch greys anatomy ever ever ever ever ever again if shonda rimes takes away another og character fuming,-3
we re glad to hear that everything is resolved if you need anything else please do not hesitate to reach out to us ty,1
x x do you hear me darn your optimism led your own demise you should zerobot,0
well that draw is lively eflcup,1
just my attempt at levity,0
only god knows why things happen sometimes it s just hard to understand prayingforyou,-1
the little sniffle at the end of the song gets me every time,0
when s it all finished you will discover that it was never random thoughts crossoverlife,0
lt she really said in response to what she perceived as a forced jovial tone with that she slid out of the jeep and onto gt,-2
liking the optimism,0
it s eye for eye indian army never forgives never forgets they always take revenge pakistan breaks laws i a follows,-2
going back to blissful ignorance,-2
already plotting next steps if i get cut off by the same minivan in tomorrow s drop off line preschoolpolitics momthings,-2
smile every morning to a positive head start with your clients relations,3
i ll find myself smiling and even laughing at jokes that i don t even think are particularly funny and i know it s because you love them,2
my haters are like crickets they chirp all day but when i walk past them they shut the fuck up my idol,0
thinking about trying some comedy on youtube always been fond of it time to nut up comedy maybeoneday hopefullyfunny lol,3
it hasn t sunk in that i m meeting the twins,0
lydiaaaa we were the only ones that were supposed to know that you make me nervous,-2
baby happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend love you lots chapter22 bdaygirl love,3
i admittedly went into this series thinking we d see the jedi in their heyday not as dysfunctional un peacekeepers in space,-2
